time;kind;kindName;task;source;sourceName;Value
1556951607000;1;"taskComplete";3;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556951682000;0;"taskNew";19;"c69f2ec0-5d07-4c09-b856-b27dd3ae";"Visit the customer to make an application"
1556951682000;2;"taskDelivered";19;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556951667000;2;"taskDelivered";3;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556951667000;7;"taskOperation";3;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556952299000;6;"taskCostSpent";3;"3a24ea26-aa12-47a3-bab1-c5e5caa9";"Loan Officer";105.33333333333333
1556951667000;3;"taskAssigned";3;"3a24ea26-aa12-47a3-bab1-c5e5caa9";"Loan Officer"
1556952299000;6;"taskCostSpent";3;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556951708000;1;"taskComplete";4;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556951782000;0;"taskNew";20;"c69f2ec0-5d07-4c09-b856-b27dd3ae";"Visit the customer to make an application"
1556951782000;2;"taskDelivered";20;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556951768000;2;"taskDelivered";4;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556951783000;1;"taskComplete";1;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556951768000;7;"taskOperation";4;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556952384000;6;"taskCostSpent";4;"3a24ea26-aa12-47a3-bab1-c5e5caa9";"Loan Officer";102.66666666666667
1556951768000;3;"taskAssigned";4;"3a24ea26-aa12-47a3-bab1-c5e5caa9";"Loan Officer"
1556952384000;6;"taskCostSpent";4;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556951874000;0;"taskNew";21;"c69f2ec0-5d07-4c09-b856-b27dd3ae";"Visit the customer to make an application"
1556951874000;2;"taskDelivered";21;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556951835000;1;"taskComplete";7;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556951850000;1;"taskComplete";6;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556951623000;7;"taskOperation";18;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952559000;6;"taskCostSpent";18;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager";120.66666666666667
1556951835000;3;"taskAssigned";18;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager"
1556952559000;6;"taskCostSpent";18;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556951682000;7;"taskOperation";19;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952683000;6;"taskCostSpent";19;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager";138.83333333333334
1556951850000;3;"taskAssigned";19;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager"
1556952683000;6;"taskCostSpent";19;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556951910000;2;"taskDelivered";6;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556951895000;2;"taskDelivered";7;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556951923000;1;"taskComplete";5;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556951895000;7;"taskOperation";7;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952495000;8;"taskSupported";7;"060e31d5-c538-4279-b204-e9aab247";"Decision Support System"
1556952495000;8;"taskSupported";7;"43f91ac9-ca7e-44bb-b0b1-855c94dd";"Request of credit history";1
1556952495000;6;"taskCostSpent";7;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring";1
1556951910000;7;"taskOperation";6;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952510000;8;"taskSupported";6;"060e31d5-c538-4279-b204-e9aab247";"Decision Support System"
1556952510000;8;"taskSupported";6;"43f91ac9-ca7e-44bb-b0b1-855c94dd";"Request of credit history";1
1556952510000;6;"taskCostSpent";6;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring";1
1556951983000;2;"taskDelivered";5;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556951983000;7;"taskOperation";5;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556952732000;6;"taskCostSpent";5;"3a24ea26-aa12-47a3-bab1-c5e5caa9";"Loan Officer";124.83333333333333
1556951983000;3;"taskAssigned";5;"3a24ea26-aa12-47a3-bab1-c5e5caa9";"Loan Officer"
1556952732000;6;"taskCostSpent";5;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556952016000;1;"taskComplete";8;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556951782000;7;"taskOperation";20;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952841000;6;"taskCostSpent";20;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager";137.5
1556952016000;3;"taskAssigned";20;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager"
1556952841000;6;"taskCostSpent";20;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952075000;1;"taskComplete";12;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556951874000;7;"taskOperation";21;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952740000;6;"taskCostSpent";21;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager";110.83333333333333
1556952075000;3;"taskAssigned";21;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager"
1556952740000;6;"taskCostSpent";21;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952076000;2;"taskDelivered";8;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952076000;7;"taskOperation";8;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952676000;8;"taskSupported";8;"060e31d5-c538-4279-b204-e9aab247";"Decision Support System"
1556952676000;8;"taskSupported";8;"43f91ac9-ca7e-44bb-b0b1-855c94dd";"Request of credit history";1
1556952676000;6;"taskCostSpent";8;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring";1
1556952067000;1;"taskComplete";2;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556952178000;1;"taskComplete";16;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952144000;1;"taskComplete";13;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952176000;1;"taskComplete";9;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
